doi,title,abstract,source_display_name,cluster_id,confidence,secondary_cluster_id,secondary_confidence,reasoning,field_id,field_confidence,field_reasoning
10.1037/a0038543,Preparatory power posing affects nonverbal presence and job interview performance.,"The authors tested whether engaging in expansive (vs. contractive) ""power poses"" before a stressful job interview--preparatory power posing--would enhance performance during the interview. Participants adopted high-power (i.e., expansive, open) poses or low-power (i.e., contractive, closed) poses, and then prepared and delivered a speech to 2 evaluators as part of a mock job interview. All interview speeches were videotaped and coded for overall performance and hireability and for 2 potential mediators: verbal content (e.g., structure, content) and nonverbal presence (e.g., captivating, enthusiastic). As predicted, those who prepared for the job interview with high- (vs. low-) power poses performed better and were more likely to be chosen for hire; this relation was mediated by nonverbal presence, but not by verbal content. Although previous research has focused on how a nonverbal behavior that is enacted during interactions and observed by perceivers affects how those perceivers evaluate and respond to the actor, this experiment focused on how a nonverbal behavior that is enacted before the interaction and unobserved by perceivers affects the actor's performance, which, in turn, affects how perceivers evaluate and respond to the actor. This experiment reveals a theoretically novel and practically informative result that demonstrates the causal relation between preparatory nonverbal behavior and subsequent performance and outcomes.",Journal of Applied Psychology,psychology,0.98,NA,NA,"We need to classify article. Journal: Journal of Applied Psychology. That's a psychology journal. The article is about power posing, nonverbal behavior, job interview performance. This is within psychology, specifically social/organizational psychology. So primary cluster: ""psychology"". Confidence high, maybe 0.98. No secondary needed.",occupational_organisational_business_psychology,0.95,"We need to classify. The article is about power posing before job interview, affecting performance. Journal: Journal of Applied Psychology, which is an occupational/organizational psychology journal. The study focuses on job interview performance, a work-specific construct (interview performance, hireability). It also deals with nonverbal behavior, but the context is job interview, a workplace setting. According to rules: Occupational Psychology requires both work-specific constructs AND theoretical claims about work. Here, constructs: job interview performance, hireability, nonverbal presence in interview. Theoretical claims about work: effect of power posing on job interview performance. So fits occupational. Also could be social psychology (nonverbal behavior, impression formation). But the workplace focus is central. The rule: Workplace as setting only → classify by underlying theory (e.g., prejudice reduction → Social). Here, the underlying theory is about nonverbal behavior and performance, which could be social cognition, but the primary construct is job interview performance, a work outcome. So occupational. So field_id: occupational_organisational_business_psychology. Confidence high, maybe 0.95."
10.1037/a0038647,Personality change following unemployment.,"Unemployment has a strongly negative influence on well-being, but it is unclear whether it also alters basic personality traits. Whether personality changes arise through natural maturation processes or contextual/environmental factors is still a matter of debate. Unemployment, a relatively unexpected and commonly occurring life event, may shed light on the relevance of context for personality change. We examined, using a latent change model, the influence of unemployment on the five-factor model of personality in a sample of 6,769 German adults, who completed personality measures at 2 time points 4 years apart. All participants were employed at the first time point, and a subset became unemployed over the course of the study. By the second time point, participants had either remained in employment, been unemployed from 1 to 4 years, or had experienced some unemployment but become reemployed. Compared with those who had remained in employment, unemployed men and women experienced significant patterns of change in their mean levels of agreeableness, conscientiousness, and openness, whereas reemployed individuals experienced limited change. The results indicate that unemployment has wider psychological implications than previously thought. In addition, the results are consistent with the view that personality changes as a function of contextual and environmental factors.",Journal of Applied Psychology,psychology,0.98,NA,NA,"We need to assign cluster. Journal: Journal of Applied Psychology. That's a psychology journal. Article about personality change due to unemployment. That's psychology (personality psychology). So primary cluster: ""psychology"". Confidence high, maybe 0.98. Secondary? Could be sociology (unemployment as social factor) but focus is on personality change, psychological processes. So no secondary. Return JSON.",differential_personality_diagnostics,0.85,"We need to classify. The article is about personality change following unemployment. Journal: Journal of Applied Psychology. That's a journal in occupational/organizational psychology. However the article focuses on personality traits (individual differences) and how unemployment (a work context) influences personality change. The core contribution is about personality change (differential & personality psychology) but the context is unemployment (work). According to guidelines: Occupational Psychology requires both work-specific constructs AND theoretical claims about work. Here constructs are personality traits (general) but the focus is on how unemployment (work context) influences personality. The main construct is personality, not work-specific constructs like job satisfaction, burnout, leadership. So likely classify under Differential & Personality Psychology. However the journal is applied psychology (occupational). But guidelines say classification should rely primarily on journal title where it indicates a specific subfield. Journal of Applied Psychology is an occupational/organizational journal. But we must consider content: The article is about personality change due to unemployment, which is a work context but the construct is personality. The guidelines: Occupational Psychology requires work-specific constructs AND theoretical claims about work. Here they have work context but the construct is personality, not work-specific. So not occupational. So choose differential_personality_diagnostics.

Thus field_id = ""differential_personality_diagnostics"". Confidence maybe 0.85.

"
10.1037/apl0000175,"Boys, don’t cry: Gender and reactions to negative performance feedback.","Our experiment is aimed at understanding how employee reactions to negative feedback are received by the feedback provider and how employee gender may play a role in the process. We focus specifically on the act of crying and, based on role congruity theory, argue that a male employee crying in response to negative performance feedback will be seen as atypical behavior by the feedback provider, which will bias evaluations of the employee on a number of different outcome variables, including performance evaluations, assessments of leadership capability, and written recommendations. That is, we expect an interactive effect between gender and crying on our outcomes, an effect that will be mediated by perceived typicality. We find support for our moderated mediation model in a sample of 169 adults, indicating that men who cry in response to negative performance feedback will experience biased evaluations from the feedback provider. Theoretical and practical implications are discussed. (PsycINFO Database Record",Journal of Applied Psychology,psychology,0.98,NA,NA,"We need to classify this article. Journal: Journal of Applied Psychology. That's a psychology journal. The article is about gender, reactions to negative performance feedback, role congruity theory, employee reactions, bias. This is organizational psychology, but still psychology. So primary cluster: ""psychology"". Confidence high, maybe 0.98. No secondary needed. Could also be ""economics & business"" because it's about workplace evaluations, but it's framed with psychological theory (role congruity, typicality). So it's psychology. Return JSON.",occupational_organisational_business_psychology,0.97,"We need to classify. The article is about employee reactions to negative feedback, gender, crying, role congruity theory, bias in evaluations. It's about workplace context, focusing on employee gender, feedback, leadership capability, performance evaluations. This is about work-specific constructs (performance evaluations, leadership capability) and theoretical claims about work. So it's occupational/organisational psychology. The journal is Journal of Applied Psychology, which is an occupational/organizational psychology journal. So field id: ""occupational_organisational_business_psychology"". Confidence high, maybe 0.97.

Return JSON."
10.1037/cns0000199,Evidence for anomalistic correlations between human behavior and a random event generator: Result of an independent replication of a micro-PK experiment.,"© 2019 American Psychological AssociationWe report an independent replication of a micropsychokinesis experiment. This is the fifth and largely independent replication of an experiment involving human intention operating on a random number generator. We assume that any “influence” of consciousness on a random number generator is not a direct, causal influence, but due to as yet poorly understood systemic correlations. We also introduced a new analytical, nonparametric strategy. We correlated physical variables, arising from the physical setup of the experiment, with psychological variables derived from operator behavior, in a 45 �- 45 matrix (i.e., 2,025 cells). We compared the number of significant correlations in the experiment with a control matrix, as well as with chance expectation, as specified in a preformulated protocol. We conducted a randomization test with 10,000 permutations to determine the true probability of receiving a difference in the number of significant correlations between the experimental and the control matrix. This test yields a replicative probability of p =.0177. This significance level varied in sensitivity analyses depending on the set of variables and method of analysis used. This shows that such effects seem to be more than just chance fluctuations and calls for a closer scrutiny by a larger consortium of researchers.",Psychology of Consciousness Theory Research and Practice,psychology,0.98,NA,NA,"We need to assign cluster based on journal title. Journal: ""Psychology of Consciousness Theory Research and Practice"". That is clearly a psychology journal. So primary cluster: psychology. Confidence high, maybe 0.98. No secondary needed.",psychology_general,0.85,"We need to classify this article into one of the fields.

Article title: ""Evidence for anomalistic correlations between human behavior and a random event generator: Result of an independent replication of a micro-PK experiment.""

Abstract: about micropsychokinesis, influence of consciousness on RNG, new analytical nonparametric strategy, correlation between physical variables and psychological variables, randomization test.

Journal: ""Psychology of Consciousness Theory Research and Practice"". This seems like a general psychology journal, maybe specialized in consciousness. The article is about anomalistic phenomena, psychokinesis, consciousness effects. This is not clearly cognitive, social, clinical, developmental, biological, educational, occupational, differential/personality, methods. It is about a phenomenon that is not mainstream; could be considered under ""psychology (general)"" as a catch-all. It also introduces a new analytical method, but the primary contribution is about the phenomenon, not a methodological innovation per se. The method is a new analytical nonparametric strategy, but the focus is on the anomalistic effect. The field ""methods_evaluation_psychology"" is for primary methodological contributions. Here method is secondary.

Thus best is psychology_general.

Confidence maybe 0.85.

Return JSON."
10.1037/e519682015-069,Political Extremism is Supported by an Illusion of Understanding,"People often hold extreme political attitudes about complex policies. We hypothesized that people typically know less about such policies than they think they do (the illusion of explanatory depth) and that polarized attitudes are enabled by simplistic causal models. Asking people to explain policies in detail both undermined the illusion of explanatory depth and led to attitudes that were more moderate (Experiments 1 and 2). Although these effects occurred when people were asked to generate a mechanistic explanation, they did not occur when people were instead asked to enumerate reasons for their policy preferences (Experiment 2). Finally, generating mechanistic explanations reduced donations to relevant political advocacy groups (Experiment 3). The evidence suggests that people’s mistaken sense that they understand the causal processes underlying policies contributes to political polarization.",PsycEXTRA Dataset,psychology,0.95,NA,NA,"We need to classify. Journal is ""PsycEXTRA Dataset"". That's a psychology data set, likely psychology. The article is about political extremism, illusion of understanding, attitudes, mechanisms. It deals with political attitudes but uses psychological theory (illusion of explanatory depth). Likely primary cluster: psychology. Could also be political science? But the focus is on cognitive mechanisms, psychological processes. So primary: psychology. Secondary maybe political science? The article deals with political extremism, but the core contribution is psychological explanation of political attitudes. According to guidelines: Political psychology with psychological theory goes to Psychology, not Political Science. So secondary maybe none. Confidence high, say 0.95.

Return JSON.",social_psychology,0.9,"We need to classify the article into one of the fields.

Article title: ""Political Extremism is Supported by an Illusion of Understanding"". Abstract: about illusion of explanatory depth, extreme political attitudes, causal models, mechanistic explanation reduces extremism. This is about political attitudes, polarization, cognitive mechanisms underlying attitudes. This is social psychology (attitudes, polarization). Could also be cognitive psychology (explanatory depth is a cognitive bias). But the focus is on political attitudes, polarization, which is social psychology domain (attitudes, persuasion, group polarization). The journal is PsycEXTRA Dataset (general). So we need to decide between social_psychology and cognitive_psychology. The description: ""Attitudes, persuasion, social influence, stereotypes, prejudice, group dynamics, social identity, social cognition"". This article deals with attitudes (political extremism) and social influence/polarization. The mechanism is cognitive (illusion of explanatory depth) but applied to political attitudes. Social psychology often studies political attitudes and polarization. So likely Social Psychology.

Thus field_id: ""social_psychology"". Confidence maybe 0.9.

Return JSON."
10.1037/e528942014-189,Fast Mapping Integrates Information Into Existing Memory Networks,"Successful learning involves integrating new material into existing memory networks. A learning procedure known as fast mapping (FM), thought to simulate the word-learning environment of children, has recently been linked to distinct neuroanatomical substrates in adults. This idea has suggested the (never-before tested) hypothesis that FM may promote rapid incorporation into cortical memory networks. We test this hypothesis here in two experiments. In our first experiment, we introduced fifty participants to sixteen unfamiliar animals and names through FM or explicit encoding (EE), and tested subjects on the training day, and again after sleep. Learning through EE produced strong declarative memories, without immediate lexical competition, as expected from slow-consolidation models. Learning through FM, however, led to almost immediate lexical competition, which continued to the next day. Additionally, the learned words began to prime related concepts on the day following FM (but not EE) training. In a second experiment, we replicated the lexical integration results, and determined that presenting an already-known item during learning was crucial for rapid integration through FM. The findings presented here indicate that learned items can be integrated into cortical memory networks at an accelerated rate through fast mapping. The retrieval of a known related concept, in order to infer the target of the FM question, is critical for this effect.",PsycEXTRA Dataset,psychology,0.97,NA,NA,"We need to classify. Journal title: ""PsycEXTRA Dataset"". That's a psychology database. So likely psychology. Article about fast mapping, memory, learning, neuroanatomical substrates. That's cognitive psychology / memory. So primary cluster: ""psychology"". Confidence high, maybe 0.97. No secondary needed.

Return JSON.",cognitive_psychology,0.96,"We need to classify. The article is about fast mapping, learning, memory integration. This is cognitive psychology (memory, learning). Journal is PsycEXTRA dataset (general). So subfield: cognitive_psychology. Confidence high, maybe 0.95."
10.1037/e578192014-305,The temporal Doppler effect: When the future feels closer than the past,"People routinely remember events that have passed and imagine those that are yet to come.The past and the future are sometimes psychologically close (""just around the corner"") and other times psychologically distant (""ages away"").Four studies demonstrate a systematic asymmetry whereby future events are psychologically closer than past events of equivalent objective distance.When considering specific times (e.g., one year) or events (e.g., Valentine's Day), people consistently reported that the future was closer than the past.We suggest that this asymmetry arises because the subjective experience of movement through time (whereby future events approach and past events recede) is analogous to the physical experience of movement through space.Consistent with this hypothesis, experimentally reversing the metaphorical arrow of time (by having participants move backward through virtual space) completely eliminated the past-future asymmetry.We discuss how reducing psychological distance to the future may function to prepare people for upcoming action.",PsycEXTRA Dataset,psychology,0.97,NA,NA,"We need to classify. Journal is ""PsycEXTRA Dataset"". That's a psychology dataset, likely psychology. Article about temporal perception, psychological distance, future vs past. So primary cluster: psychology. Confidence high, maybe 0.97. No secondary.",cognitive_psychology,0.96,"We need to classify. The article is about temporal perception, psychological distance, future vs past. This is about cognition, perception of time, mental representation. Likely Cognitive Psychology (perception, mental representation, time perception). Not social, not clinical, not developmental. So field: cognitive_psychology.

Confidence high, maybe 0.95.

Return JSON."
10.1037/e722852011-095,"Temporal Influences on Cheating Behavior: The ""What the Hell"" Effect","People like to think of themselves as honest. However, dishonesty pays�""and it often pays well. How do people resolve this tension? This research shows that people behave dishonestly enough to profit but honestly enough to delude themselves of their own integrity. A little bit of dishonesty gives a taste of profit without spoiling a positive self-view. Two mechanisms allow for such self-concept maintenance: inattention to moral standards and categorization malleability. Six experiments support the authors’ theory of self-concept maintenance and offer practical applications for curbing dishonesty in everyday life.",PsycEXTRA Dataset,psychology,0.98,NA,NA,"We need to classify article. Journal title ""PsycEXTRA Dataset"" suggests psychology. The article about cheating behavior, self-concept maintenance, moral standards. That's psychology, likely social psychology. So primary cluster: ""psychology"". Confidence high, maybe 0.98. No secondary needed.

Return JSON.",social_psychology,0.95,"We need to classify the article. Title: ""Temporal Influences on Cheating Behavior: The 'What the Hell' Effect"". Abstract about cheating, self-concept maintenance, dishonesty, moral standards. This is about moral behavior, self-concept, cheating. Likely falls under Social Psychology (attitudes, moral behavior, self-concept, cheating). Could also be considered moral psychology, which is often under Social Psychology. Not about clinical, not about work, not about education, not about methods. So Social Psychology.

Check if any other subfield: Could be cognitive? It deals with self-concept maintenance, maybe cognitive mechanisms, but focus is on moral behavior and cheating, which is social. So choose social_psychology.

Confidence high, maybe 0.95.

Return JSON."
10.1037/h0033373,Parental interference and romantic love: The Romeo and Juliet effect.,"Administered questionnaires to 140 couples to test the hypotheses that (a) feelings of love become more highly correlated with trust and acceptance as relationships develop through time and (b) parental interference in a love relationship intensifies the feelings of romantic love between members of the couple. The 1st hypothesis was derived from the authors' conceptualization of love and distinctions between romantic and ""conjugal"" love. Affirmation of this hypothesis was found, supporting a methodology for operationalizing romantic love. The 2nd hypothesis was derived from classical literature and small group dynamics, and was explained in terms of the motivating effect of frustration and reactance. This hypothesis was also supported, using both cross-sectional and longitudinal change score correlations. Possible relationship dynamics associated with parental interference and trust are discussed. Findings are applied to cross-cultural variations in the occurrence of romantic love. (15 ref.) (PsycINFO Database Record (c) 2006 APA, all rights reserved). © 1972 American Psychological Association.",Journal of Personality and Social Psychology,psychology,0.98,NA,NA,"We need to classify this article. Journal: Journal of Personality and Social Psychology. That's a psychology journal. So primary cluster: psychology.

Check if any multidisciplinary? The article deals with parental interference, romantic love, cross-cultural variations. It's about relationships, social psychology. So psychology.

Confidence high, maybe 0.98.

Secondary? Could be sociology? But it's about parental interference, social aspects, but still within psychology. No need secondary.

Return JSON.",social_psychology,0.9,"We need to classify the article. Journal: Journal of Personality and Social Psychology. That's a broad journal but includes social and personality. The article is about parental interference and romantic love, focusing on love, trust, acceptance, parental interference, romantic love. This seems to be about interpersonal relationships, romantic love, social influence of parental interference. Likely Social Psychology (attitudes, relationships, influence). Could also be Differential & Personality Psychology (love as a trait?), but the focus is on interpersonal dynamics, parental interference, romantic love, trust. Social psychology includes close relationships, love, interpersonal processes. So field: social_psychology.

Confidence high, maybe 0.9.

Return JSON."
10.1037/h0053944,Studies in spatial learning. I. Orientation and the short-cut.,"1. The original rough formulation of the expectancy theory is difficult to distinguish from the alternative stimulus-response doctrines. Part of this difficulty results from the fact that implicit in this rough formulation, is a definition of the matrix ""x expects a goal at location L,"" which makes it equivalent to the matrix ""x runs down the practiced path,"" when certain conditions are fulfilled. Because of this difficulty, we have rejected this definition. 2. We have suggested instead a definition of the matrix ""x expects a goal at location L"" which makes it equivalent to the matrix ""x runs down the path which points directly to the location L,"" when certain conditions are fulfilled. 3. To determine whether rats will run down such a path, whenever the original path is blocked, we have run 56 female rats in a situation which conformed to these conditions. 4. Thirty-six percent of the rats chose the path which pointed directly towards the location of the goal. The remaining rats were distributed over the other paths in a chance fashion. 5. We have concluded (1) that rats do learn to expect goals in specific locations, (2) that there are important similarities between this behavior and human symbolic behavior, and (3) that these similarities justify our using the word 'expectation' as a name for the disposition to short-cut when the original patch is blocked.",Journal of Experimental Psychology,psychology,0.98,NA,NA,"We need to classify. Journal: Journal of Experimental Psychology. That's a psychology journal. Article about spatial learning in rats, expectancy theory. So primary cluster: psychology. Confidence high, maybe 0.98. No secondary needed.",cognitive_psychology,0.96,"We need to classify. Article about spatial learning in rats, orientation, short-cut, expectancy theory. Journal: Journal of Experimental Psychology (general). Content: learning, memory, expectation, spatial navigation. This falls under Cognitive Psychology (learning, memory, spatial cognition). Not social, not clinical, not developmental. So field_id = ""cognitive_psychology"". Confidence high, maybe 0.95."
10.1037/h0087446,Searching for Patterns in Random Sequences.,"In a probability-guessing paradigm, participants predict which of two events will occur on each trial. Participants generally frequency match even though frequency matching is nonoptimal with random sequences. The optimal strategy is to guess the most frequent event, maximizing. We hypothesize that frequency matching results from a search for patterns, even in random sequences. Using both callisotomy patients and patients with frontal brain damage, Wolford, Miller, and Gazzaniaga (2000) found frequency matching in the left hemisphere but maximizing in the right hemisphere. In this paper, we show that a secondary task that competes for left hemisphere resources moves the participants toward maximizing but that a right-hemisphere task preserves frequency matching. We also show that a misunderstanding of randomness contributes to frequency matching.",Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale,psychology,0.97,NA,NA,"We need to classify this article. Journal: Canadian Journal of Experimental Psychology. That's a psychology journal. Article about pattern search in random sequences, cognitive processes, decision making. Likely falls under Psychology, maybe cognitive psychology. Not economics because framing is about optimal strategy but not economic constructs. So primary cluster: ""psychology"". Confidence high, maybe 0.97. No secondary.",cognitive_psychology,0.96,"We need to classify this article. Title: ""Searching for Patterns in Random Sequences."" Abstract: about probability-guessing paradigm, frequency matching vs maximizing, hemispheric differences, pattern search, misunderstanding randomness. Journal: Canadian Journal of Experimental Psychology. That's a general experimental psychology journal, but content is about cognitive processes: perception of randomness, pattern search, decision making, heuristics, biases. This falls under Cognitive Psychology (perception, attention, memory, reasoning, heuristics). Not social, not clinical, not developmental, not neuropsychology (though mentions brain damage, but focus is on cognitive strategy). So field: cognitive_psychology. Confidence high, maybe 0.95.

Return JSON."
10.1037/h0099198,Why did the woman cross the road? The effect of sexist humor on men's rape proclivity.,"Previous research has shown that exposure to sexist (vs. non-sexist) humor results in more tolerance of sexist discrimination (Ford & Fergusson, 2004). In the current research, three studies investigated the effects of exposure to sexist humor on men’s rape proclivity. In Study 1, male students were exposed to either sexist or non-sexist jokes. Males exposed to sexist jokes reported higher levels of rape proclivity in comparison to males exposed to non-sexist jokes. Study 2 was an online study in which we replicated Study 1, but also measured male participants’ levels of hostile and benevolent sexism. Study 3 was a replication of Study 2, in which we controlled for the sexual content of the jokes. Overall, the results of Study 2 and Study 3 indicated that men who scored high (vs. low) on hostile sexism reported higher levels of rape proclivity after exposure to sexist versus non-sexist jokes. No such effects were obtained for benevolent sexism.",Journal of Social Evolutionary and Cultural Psychology,psychology,0.97,NA,NA,"We need to classify. Journal title: ""Journal of Social Evolutionary and Cultural Psychology"". That suggests psychology. The article is about sexist humor effect on men's rape proclivity, measuring attitudes, sexism. That's social psychology. So primary cluster: psychology.

Check if any secondary? Could be sociology? It's about social attitudes, but it's framed as psychological experiment, focusing on individual attitudes, not social structures. So likely just psychology.

Confidence high, maybe 0.97.

Return JSON.",social_psychology,0.97,"We need to classify. The article is about sexist humor effect on men's rape proclivity, focusing on attitudes, prejudice, sexism, etc. That's social psychology: attitudes, prejudice, gender stereotypes. Journal title includes ""Social Evolutionary and Cultural Psychology"" but that's still social. So field: social_psychology. Confidence high, maybe 0.97."
10.1037/tps0000068,Quantifying efficacy of workplace reinforcers: An application of behavioral economic demand to evaluate hypothetical work performance.,"Behavioral economics is an approach to understanding decision making and behavior using principles of behavioral science and economics (Hursh, 1980). An area of investigation in behavioral economics includes evaluating demand for a commodity (such as drug and nondrug reinforcers), given changes in p",Translational Issues in Psychological Science,psychology,0.96,economics_business,0.38,"We need to classify this article. Journal: ""Translational Issues in Psychological Science"". That suggests psychology. Article title: ""Quantifying efficacy of workplace reinforcers: An application of behavioral economic demand to evaluate hypothetical work performance."" Abstract mentions behavioral economics, decision making, demand, etc. It's applying behavioral economic demand to workplace performance. This is likely a psychology article, perhaps experimental psychology, behavioral economics within psychology. The cluster ""psychology"" is appropriate. Could also be ""economics & business"" if framed with economic constructs. The abstract says ""behavioral economics is an approach to understanding decision making and behavior using principles of behavioral science and economics"". The article is in a psychology journal, so primary cluster is psychology. Might have secondary economics? The article applies behavioral economic demand, but likely the core contribution is psychological understanding of workplace reinforcers. So primary: psychology. Secondary maybe economics & business with lower confidence.

Confidence: high, maybe 0.95 for primary. Secondary: maybe 0.4.

Return JSON.",occupational_organisational_business_psychology,0.78,"We need to classify this article. Title: ""Quantifying efficacy of workplace reinforcers: An application of behavioral economic demand to evaluate hypothetical work performance."" Abstract mentions behavioral economics, demand, workplace reinforcers, evaluating hypothetical work performance. Journal: ""Translational Issues in Psychological Science"" – general psychology.

We need to decide subfield. The article applies behavioral economic demand to evaluate work performance. Workplace reinforcers suggests work context. However, is it focusing on work-specific constructs? It mentions ""workplace reinforcers"" and ""hypothetical work performance"". The theoretical domain is behavioral economics, which is often considered part of cognitive psychology (decision making) or maybe social? But the workplace context is central. According to guidelines: Occupational Psychology requires BOTH work-specific constructs AND theoretical claims about work. Here we have work performance as construct, and they are applying behavioral economic demand (a theory) to evaluate it. That seems to be occupational. However, the guidelines also say: Workplace as setting only → classify by underlying theory (e.g., prejudice reduction → Social). Here the underlying theory is behavioral economics, which is more cognitive/decision-making. But the article is about workplace reinforcers, which is a work-specific construct (reinforcers, performance). So likely occupational.

But we need to see if it's more about decision making (cognitive) applied to work. The title: ""Quantifying efficacy of workplace reinforcers: An application of behavioral economic demand to evaluate hypothetical work performance."" This is about measuring efficacy of reinforcers in workplace, using behavioral economic demand. That is a work-specific construct (reinforcers, performance). So occupational.

Thus field id: ""occupational_organisational_business_psychology"". Confidence maybe 0.78.

"
10.1037/xlm0000207,Do judgments of learning predict automatic influences of memory?,"Current memory theories generally assume that memory performance reflects both recollection and automatic influences of memory. Research on people's predictions about the likelihood of remembering recently studied information on a memory test, that is, on judgments of learning (JOLs), suggests that both magnitude and resolution of JOLs are linked to recollection. However, it has remained unresolved whether JOLs are also predictive of automatic influences of memory. This issue was addressed in 3 experiments. Using the process-dissociation procedure, we assessed the predictive accuracy of immediate and delayed JOLs (Experiment 1) and of immediate JOLs from a first and from a second study-test cycle (Experiments 2 and 3) for recollection and automatic influences. Results showed that each type of JOLs was predictive of both recollection and automatic influences. Moreover, we found that a delay between study and JOL improved the predictive accuracy of JOLs for recollection, while study-test experience improved the predictive accuracy of JOLs for both recollection and automatic influences. These findings demonstrate that JOLs predict not only recollection, but also automatic influences of memory. (PsycINFO Database Record",Journal of Experimental Psychology Learning Memory and Cognition,psychology,0.98,NA,NA,"We need to assign cluster. Journal is ""Journal of Experimental Psychology: Learning, Memory, and Cognition"". That's clearly psychology. Article about judgments of learning, memory, cognitive processes. So primary cluster: psychology.

Confidence high, maybe 0.98.

Secondary? Not needed. Could be cognitive neuroscience? But not in list. So null.

Return JSON.",cognitive_psychology,0.98,"We need to classify. The article is about judgments of learning (JOLs) predicting automatic influences of memory, using process-dissociation, recollection vs automatic influences. This is clearly cognitive psychology: memory, learning, cognition. Journal is Journal of Experimental Psychology: Learning, Memory, and Cognition, which is a cognitive subfield. So field_id = ""cognitive_psychology"". Confidence high, maybe 0.98.

Return JSON."
10.1038/nature01647,Action video game modifies visual selective attention,"As video-game playing has become a ubiquitous activity in today's society, it is worth considering its potential consequences on perceptual and motor skills. It is well known that exposing an organism to an altered visual environment often results in modification of the visual system of the organism. The field of perceptual learning provides many examples of training-induced increases in performance. But perceptual learning, when it occurs, tends to be specific to the trained task; that is, generalization to new tasks is rarely found1-10. Here we show, by contrast, that action-video-game playing is capable of altering a range of visual skills. Four experiments establish changes in different aspects of visual attention in habitual video-game players as compared with non-video-game players. In a fifth experiment, non-players trained on an action video game show marked improvement from their pre-training abilities, thereby establishing the role of playing in this effect.",Nature,psychology,0.96,NA,NA,"We need to classify this article. Journal is Nature, multidisciplinary. Use title and abstract to determine best-fitting cluster.

The article is about action video game modifies visual selective attention. This is about perception, attention, cognitive processes, likely falls under Psychology (cognitive psychology) or maybe Neuroscience but not a separate cluster. There's no neuroscience cluster; psychology includes cognitive. Could also be in ""Human Medicine"" if medical, but it's about perception, not clinical. So primary cluster: psychology.

Check if any other cluster: Could be ""Education"" if about training, but it's about video game training effect on visual attention, not education per se. Could be ""Computer Science"" if about video games, but focus is on cognitive effects, not technical aspects. So psychology.

Confidence high, maybe 0.95.

Secondary cluster? Could be ""Media & Communication Studies"" because video games are media, but the article is about cognitive effects, not media analysis. So no secondary.

Return JSON.",cognitive_psychology,0.95,"We need to classify the article into one of the fields. The article is about action video game modifies visual selective attention. This is about perception, attention, visual selective attention, perceptual learning. That's cognitive psychology (attention). Journal is Nature, a general science journal, not specific to a subfield. So we use article content. It's about visual selective attention, which is a cognitive process. So field: cognitive_psychology.

Confidence high, maybe 0.95.

Return JSON with field_id and confidence."
10.1038/nature01930,Dissociable stages of human memory consolidation and reconsolidation,"Historically, the term 'memory consolidation' refers to a process whereby a memory becomes increasingly resistant to interference from competing or disrupting factors with the continued passage of time. Recent findings regarding the learning of skilled sensory and motor tasks ('procedural learning') have refined this definition, suggesting that consolidation can be more strictly determined by time spent in specific brain states such as wake, sleep or certain stages of sleep. There is also renewed interest in the possibility that recalling or 'reactivating' a previously consolidated memory renders it once again fragile and susceptible to interference, therefore requiring periods of reconsolidation. Using a motor skill finger-tapping task, here we provide evidence for at least three different stages of human motor memory processing after initial acquisition. We describe the unique contributions of wake and sleep in the development of different forms of consolidation, and show that waking reactivation can turn a previously consolidated memory back into a labile state requiring subsequent reconsolidation.",Nature,psychology,0.95,NA,NA,"We need to classify. Journal is Nature, multidisciplinary. Use title/abstract to decide core discipline. This is about human memory consolidation, reconsolidation, motor skill learning, brain states, sleep. This is cognitive neuroscience, psychology (cognitive). Could also be neuroscience, but neuroscience not a separate cluster; falls under Psychology (cognitive/neuropsychology) or Biology (neuroscience). The article is about human memory processes, likely psychology (cognitive). Could also be in ""Biology"" if it's neurobiology. But the cluster list includes Psychology, Biology, etc. The article is about memory consolidation, reconsolidation, motor memory, brain states. This is typically studied in cognitive neuroscience, which is often under Psychology. The abstract mentions brain states, sleep, motor skill. I'd assign primary cluster ""psychology"". Confidence high, maybe 0.9. Secondary maybe ""biology"" (neuroscience) but guidelines: only assign secondary if genuinely spans two disciplines. Here it's about human memory, which is psychological, but also neurobiology. However, the core contribution is about memory processes, which is psychology. Could assign secondary ""biology"". But guidelines: ""Methods papers: belong to discipline being studied"". This is not a methods paper. It's about cognitive processes. I'd give primary psychology, secondary biology with lower confidence 0.5. Or maybe no secondary. I'd choose primary psychology, confidence 0.95, secondary null.",cognitive_psychology,0.95,"We need to classify the article. The article is about memory consolidation and reconsolidation, motor memory, stages, wake/sleep. This is cognitive psychology (memory). Could also be biological/neuropsychology because mentions brain states, sleep, motor skill. Journal is Nature, a general high-impact journal, not specific to subfield. The content is about memory processes, which is cognitive psychology. Biological/neuropsychology includes brain imaging, neuropsych assessment, genetics, evolutionary. This article is about memory consolidation, but focuses on behavioral experiments with motor skill and sleep. That is cognitive psychology (memory). So field_id = ""cognitive_psychology"". Confidence high, maybe 0.95.

Return JSON."
